,Classifier,Target,Choice,Edge,Feature Selection,Type of feature,Percentage,Refit Metric,Num_nodes,Num edges,% Positive edges,ROI_strl_thresh,train_balanced_accuracy,train_accuracy,train_f1_weighted,train_roc_auc_ovr_weighted,test_balanced_accuracy,test_accuracy,test_f1_weighted,test_roc_auc_ovr_weighted
0,SVC,Openness,test throw median,pearson,solver,mean_FA,4.532,balanced_accuracy,19,158,100.0,0,63.771,64.557,57.576,67.503,40.625,38.889,31.25,42.812
1,SVC,Extraversion,test throw median,pearson,solver,num_streamlines,4.475,balanced_accuracy,19,156,100.0,0,100.0,100.0,100.0,0.0,46.199,45.946,41.176,54.678
2,SVC,Extraversion,test throw median,pearson,solver,mean_strl,4.418,balanced_accuracy,19,154,100.0,0,65.278,65.385,63.014,35.549,59.357,59.459,61.538,46.491
3,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,4.389,balanced_accuracy,19,153,100.0,0,100.0,100.0,100.0,100.0,46.916,43.59,50.0,48.701
4,SVC,Conscientiousness,test throw median,pearson,solver,mean_strl,4.36,balanced_accuracy,19,152,100.0,0,59.085,58.75,60.241,48.872,42.857,42.857,37.5,58.844
5,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,4.332,balanced_accuracy,19,151,100.0,0,92.322,92.593,91.667,98.157,51.518,48.889,43.902,60.121
6,SVC,Openness,test throw median,pearson,solver,mean_strl,4.303,balanced_accuracy,19,150,100.0,0,67.664,68.354,62.687,79.858,40.0,38.889,35.294,44.062
7,SVC,Openness,test throw median,pearson,solver,num_streamlines,4.274,balanced_accuracy,19,149,100.0,0,100.0,100.0,100.0,0.0,55.625,55.556,57.895,44.375
8,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,4.188,balanced_accuracy,19,146,100.0,0,100.0,100.0,100.0,0.0,40.587,44.444,57.627,73.077
9,SVC,Agreeableness,test throw median,pearson,solver,mean_strl,4.131,balanced_accuracy,19,144,100.0,0,100.0,100.0,100.0,0.0,56.818,53.846,60.87,54.545
10,SVC,Conscientiousness,test throw median,pearson,solver,mean_FA,4.102,balanced_accuracy,19,143,100.0,0,100.0,100.0,100.0,100.0,54.762,54.286,50.0,67.347
11,SVC,Openness,test throw median,pearson,solver,mean_FA,4.073,balanced_accuracy,18,142,100.0,0,94.916,94.937,94.595,99.228,35.0,33.333,25.0,38.75
12,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,4.016,balanced_accuracy,18,140,100.0,0,67.537,65.432,70.833,20.547,52.834,57.778,69.841,52.227
13,SVC,Conscientiousness,test throw median,pearson,solver,num_streamlines,3.987,balanced_accuracy,18,139,100.0,0,100.0,100.0,100.0,100.0,50.0,48.571,47.059,55.782
14,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,3.959,balanced_accuracy,18,138,100.0,0,100.0,100.0,100.0,100.0,46.916,43.59,50.0,46.753
15,SVC,Conscientiousness,test throw median,pearson,solver,mean_strl,3.901,balanced_accuracy,18,136,100.0,0,56.328,56.25,55.696,47.682,46.429,48.571,35.714,58.844
16,SVC,Openness,test throw median,pearson,solver,mean_strl,3.844,balanced_accuracy,18,134,100.0,0,61.068,62.025,53.125,68.662,37.5,36.111,30.303,42.812
17,SVC,Openness,test throw median,pearson,solver,num_streamlines,3.787,balanced_accuracy,17,132,100.0,0,98.649,98.734,98.63,99.743,63.125,63.889,68.293,64.375
18,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,3.758,balanced_accuracy,18,131,100.0,0,100.0,100.0,100.0,100.0,48.684,48.889,53.061,55.263
19,SVC,Agreeableness,test throw median,pearson,solver,mean_strl,3.729,balanced_accuracy,17,130,100.0,0,100.0,100.0,100.0,100.0,59.578,53.846,59.091,57.143
20,SVC,Conscientiousness,test throw median,pearson,solver,mean_FA,3.701,balanced_accuracy,18,129,100.0,0,78.008,78.75,73.846,82.456,52.381,54.286,42.857,51.361
21,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,3.643,balanced_accuracy,17,127,100.0,0,100.0,100.0,100.0,100.0,40.486,37.778,30.0,40.891
22,SVC,Agreeableness,test throw median,pearson,solver,mean_strl,3.614,balanced_accuracy,18,126,100.0,0,98.75,98.63,98.507,0.152,58.604,56.41,63.83,52.922
23,SVC,Extraversion,test throw median,pearson,solver,mean_strl,3.557,balanced_accuracy,17,124,100.0,0,97.421,97.436,97.222,3.042,62.281,62.162,61.111,40.058
24,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,3.528,balanced_accuracy,17,123,100.0,0,100.0,100.0,100.0,100.0,53.247,48.718,54.545,51.623
25,SVC,Neuroticism,test throw median,pearson,solver,num_streamlines,3.5,balanced_accuracy,17,122,100.0,0,76.966,77.778,73.529,82.432,52.024,51.111,52.174,50.607
26,SVC,Conscientiousness,test throw median,pearson,solver,mean_FA,3.442,balanced_accuracy,17,120,100.0,0,53.947,56.25,14.634,29.605,50.0,60.0,0.0,72.109
27,SVC,Agreeableness,test throw median,pearson,solver,mean_strl,3.328,balanced_accuracy,16,116,100.0,0,100.0,100.0,100.0,100.0,52.273,51.282,59.574,56.169
28,SVC,Extraversion,test throw median,pearson,solver,mean_FA,3.299,balanced_accuracy,18,115,100.0,0,98.611,98.718,98.592,0.0,70.322,70.27,70.27,29.532
29,SVC,Openness,test throw median,pearson,solver,mean_strl,3.27,balanced_accuracy,17,114,100.0,0,86.808,87.342,85.294,97.104,43.75,41.667,32.258,34.375
30,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,3.242,balanced_accuracy,17,113,100.0,0,50.0,54.321,0.0,23.28,50.0,42.222,0.0,56.478
31,SVC,Extraversion,test throw median,pearson,solver,mean_FA,3.213,balanced_accuracy,16,112,100.0,0,97.222,97.436,97.143,99.934,56.871,56.757,55.556,59.942
32,SVC,Conscientiousness,test throw median,pearson,solver,mean_strl,3.184,balanced_accuracy,16,111,100.0,0,50.0,52.5,0.0,37.845,50.0,60.0,0.0,65.306
33,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,3.155,balanced_accuracy,16,110,100.0,0,85.074,85.185,83.784,5.59,56.073,53.333,48.78,31.275
34,SVC,Openness,test throw median,pearson,solver,mean_FA,3.127,balanced_accuracy,16,109,100.0,0,63.771,64.557,57.576,67.728,43.75,41.667,32.258,44.688
35,SVC,Conscientiousness,test throw median,pearson,solver,num_streamlines,3.098,balanced_accuracy,16,108,100.0,0,100.0,100.0,100.0,100.0,58.333,60.0,50.0,58.844
36,SVC,Openness,test throw median,pearson,solver,num_streamlines,3.069,balanced_accuracy,16,107,100.0,0,70.849,70.886,69.333,63.835,51.25,50.0,47.059,55.625
37,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,3.041,balanced_accuracy,16,106,100.0,0,100.0,100.0,100.0,0.0,48.701,46.154,53.333,59.578
38,SVC,Agreeableness,test throw median,pearson,solver,num_streamlines,2.897,balanced_accuracy,15,101,100.0,0,50.0,54.795,0.0,24.091,50.0,28.205,0.0,45.779
39,SVC,Conscientiousness,test throw median,pearson,solver,num_streamlines,2.869,balanced_accuracy,15,100,100.0,0,100.0,100.0,100.0,0.0,61.905,65.714,50.0,40.816
40,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,2.84,balanced_accuracy,16,99,100.0,0,66.093,66.667,61.972,65.448,48.178,46.667,45.455,42.51
41,SVC,Agreeableness,test throw median,pearson,solver,mean_strl,2.811,balanced_accuracy,15,98,100.0,0,100.0,100.0,100.0,0.0,33.117,43.59,59.259,63.636
42,SVC,Extraversion,test throw median,pearson,solver,mean_FA,2.783,balanced_accuracy,15,97,100.0,0,65.476,65.385,64.0,59.854,59.357,59.459,61.538,50.877
43,SVC,Openness,test throw median,pearson,solver,mean_FA,2.754,balanced_accuracy,15,96,100.0,0,78.861,79.747,75.0,94.755,46.25,44.444,37.5,44.219
44,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,2.725,balanced_accuracy,15,95,100.0,0,92.689,93.151,92.063,96.515,50.325,56.41,67.925,43.182
45,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,2.697,balanced_accuracy,15,94,100.0,0,93.673,93.827,93.151,99.263,57.49,53.333,43.243,57.085
46,SVC,Extraversion,test throw median,pearson,solver,mean_strl,2.639,balanced_accuracy,15,92,100.0,0,50.0,53.846,0.0,30.026,50.0,48.649,0.0,65.205
47,SVC,Conscientiousness,test throw median,pearson,solver,mean_FA,2.61,balanced_accuracy,15,91,100.0,0,82.331,82.5,81.081,7.018,39.286,40.0,32.258,62.585
48,SVC,Agreeableness,test throw median,pearson,solver,mean_strl,2.524,balanced_accuracy,14,88,100.0,0,94.205,94.521,93.75,96.288,44.156,43.59,52.174,46.104
49,SVC,Extraversion,test throw median,pearson,solver,num_streamlines,2.496,balanced_accuracy,14,87,100.0,0,92.063,92.308,91.429,99.272,51.754,51.351,43.75,52.193
50,SVC,Conscientiousness,test throw median,pearson,solver,mean_FA,2.467,balanced_accuracy,14,86,100.0,0,97.619,97.5,97.436,99.875,51.19,51.429,45.161,53.571
51,SVC,Openness,test throw median,pearson,solver,mean_FA,2.438,balanced_accuracy,14,85,100.0,0,63.771,64.557,57.576,68.79,43.75,41.667,32.258,45.938
52,SVC,Agreeableness,test throw median,pearson,solver,num_streamlines,2.41,balanced_accuracy,14,84,100.0,0,78.864,79.452,76.19,82.879,42.37,41.026,48.889,35.39
53,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,2.381,balanced_accuracy,14,83,100.0,0,90.189,90.411,89.231,2.197,49.675,43.59,47.619,56.169
54,SVC,Extraversion,test throw median,pearson,solver,mean_FA,2.324,balanced_accuracy,14,81,100.0,0,78.571,78.205,77.922,73.214,32.456,32.432,32.432,35.38
55,SVC,Extraversion,test throw median,pearson,solver,mean_strl,2.266,balanced_accuracy,14,79,100.0,0,95.833,96.154,95.652,0.0,57.31,56.757,46.667,54.094
56,SVC,Openness,test throw median,pearson,solver,mean_FA,2.18,balanced_accuracy,13,76,100.0,0,73.938,74.684,69.697,88.61,37.5,36.111,30.303,40.312
57,SVC,Conscientiousness,test throw median,pearson,solver,mean_strl,2.151,balanced_accuracy,13,75,100.0,0,76.128,76.25,74.667,32.926,39.286,42.857,23.077,50.0
58,SVC,Conscientiousness,test throw median,pearson,solver,mean_FA,2.123,balanced_accuracy,13,74,100.0,0,100.0,100.0,100.0,100.0,54.762,57.143,44.444,47.279
59,SVC,Agreeableness,test throw median,pearson,solver,mean_strl,2.094,balanced_accuracy,13,73,100.0,0,87.689,87.671,86.567,95.379,55.032,51.282,57.778,51.299
60,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,2.065,balanced_accuracy,13,72,100.0,0,89.834,90.123,88.889,6.327,54.15,51.111,45.0,43.32
61,SVC,Openness,test throw median,pearson,solver,mean_strl,2.037,balanced_accuracy,13,71,100.0,0,64.64,65.823,55.738,79.73,44.375,41.667,27.586,35.312
62,SVC,Extraversion,test throw median,pearson,solver,mean_FA,1.951,balanced_accuracy,13,68,100.0,0,79.365,79.487,77.778,22.884,37.427,37.838,46.512,61.696
63,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,1.922,balanced_accuracy,13,67,100.0,0,81.364,82.192,78.689,95.303,59.74,46.154,43.243,52.597
64,SVC,Openness,test throw median,pearson,solver,mean_FA,1.865,balanced_accuracy,12,65,100.0,0,64.801,65.823,57.143,69.015,43.75,41.667,32.258,41.25
65,SVC,Agreeableness,test throw median,pearson,solver,mean_strl,1.836,balanced_accuracy,12,64,100.0,0,100.0,100.0,100.0,0.0,49.675,43.59,47.619,50.974
66,SVC,Conscientiousness,test throw median,pearson,solver,mean_FA,1.807,balanced_accuracy,12,63,100.0,0,84.586,85.0,82.857,91.165,54.762,54.286,50.0,44.898
67,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,1.779,balanced_accuracy,12,62,100.0,0,78.317,79.012,75.362,23.894,52.733,51.111,50.0,46.356
68,SVC,Neuroticism,test throw median,pearson,solver,num_streamlines,1.75,balanced_accuracy,12,61,100.0,0,76.904,76.543,75.949,82.74,48.684,48.889,53.061,47.571
69,SVC,Extraversion,test throw median,pearson,solver,mean_strl,1.721,balanced_accuracy,12,60,100.0,0,87.5,88.462,85.714,0.0,54.971,54.054,32.0,50.0
70,SVC,Openness,test throw median,pearson,solver,mean_strl,1.692,balanced_accuracy,12,59,100.0,0,65.122,65.823,59.701,35.006,31.25,30.556,28.571,59.375
71,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,1.664,balanced_accuracy,12,58,100.0,0,87.955,87.671,86.957,93.03,50.325,56.41,67.925,51.623
72,SVC,Extraversion,test throw median,pearson,solver,mean_FA,1.578,balanced_accuracy,11,55,100.0,0,100.0,100.0,100.0,100.0,40.789,40.541,35.294,46.784
73,SVC,Conscientiousness,test throw median,pearson,solver,mean_FA,1.549,balanced_accuracy,11,54,100.0,0,50.0,52.5,0.0,36.153,50.0,60.0,0.0,74.49
74,SVC,Openness,test throw median,pearson,solver,mean_strl,1.52,balanced_accuracy,11,53,100.0,0,76.641,77.215,73.529,12.999,51.875,50.0,43.75,52.188
75,SVC,Openness,test throw median,pearson,solver,mean_FA,1.492,balanced_accuracy,11,52,100.0,0,68.694,69.62,62.5,84.717,43.75,41.667,32.258,42.5
76,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,1.463,balanced_accuracy,11,51,100.0,0,95.985,95.89,95.522,99.697,44.968,48.718,60.0,38.636
77,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,1.434,balanced_accuracy,11,50,100.0,0,85.227,83.951,85.057,0.799,54.251,57.778,67.797,48.684
78,SVC,Extraversion,test throw median,pearson,solver,mean_strl,1.406,balanced_accuracy,11,49,100.0,0,75.0,76.923,66.667,10.053,41.228,40.541,21.429,45.906
79,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,1.291,balanced_accuracy,10,45,100.0,0,50.0,54.321,0.0,29.484,50.0,42.222,0.0,63.765
80,SVC,Openness,test throw median,pearson,solver,mean_FA,1.262,balanced_accuracy,10,44,100.0,0,100.0,100.0,100.0,100.0,49.375,50.0,55.0,54.688
81,SVC,Extraversion,test throw median,pearson,solver,mean_FA,1.234,balanced_accuracy,10,43,100.0,0,96.23,96.154,95.89,98.38,65.205,64.865,60.606,63.012
82,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,1.205,balanced_accuracy,10,42,100.0,0,85.379,86.301,83.333,96.742,46.753,51.282,62.745,43.182
83,SVC,Extraversion,test throw median,pearson,solver,mean_strl,1.176,balanced_accuracy,10,41,100.0,0,100.0,100.0,100.0,0.0,57.018,56.757,52.941,42.982
84,SVC,Extraversion,test throw median,pearson,solver,num_streamlines,1.147,balanced_accuracy,10,40,100.0,0,50.0,53.846,0.0,17.394,50.0,48.649,0.0,47.076
85,SVC,Conscientiousness,test throw median,pearson,solver,mean_FA,1.061,balanced_accuracy,10,37,100.0,0,64.662,65.0,61.111,66.353,41.667,45.714,24.0,34.694
86,SVC,Conscientiousness,test throw median,pearson,solver,mean_FA,1.033,balanced_accuracy,9,36,100.0,0,50.0,52.5,0.0,36.591,50.0,60.0,0.0,72.789
87,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,1.004,balanced_accuracy,9,35,100.0,0,74.848,75.342,71.875,87.121,40.422,46.154,58.824,37.338
88,SVC,Openness,test throw median,pearson,solver,mean_FA,0.975,balanced_accuracy,9,34,100.0,0,67.181,68.354,59.016,71.042,43.75,41.667,32.258,49.687
89,SVC,Conscientiousness,test throw median,pearson,solver,mean_strl,0.947,balanced_accuracy,9,33,100.0,0,76.128,76.25,74.667,25.94,48.81,48.571,43.75,57.483
90,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,0.918,balanced_accuracy,9,32,100.0,0,78.041,77.778,76.923,77.58,31.883,31.111,31.111,34.413
91,SVC,Openness,test throw median,pearson,solver,mean_FA,0.803,balanced_accuracy,8,28,100.0,0,63.61,64.557,56.25,32.046,43.75,41.667,32.258,55.625
92,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,0.775,balanced_accuracy,8,27,100.0,0,79.394,79.452,77.612,89.924,42.37,41.026,48.889,32.143
93,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,0.746,balanced_accuracy,8,26,100.0,0,56.511,55.556,58.14,40.663,55.87,55.556,58.333,41.296
94,SVC,Extraversion,test throw median,pearson,solver,mean_FA,0.717,balanced_accuracy,8,25,100.0,0,84.921,84.615,84.211,89.418,48.684,48.649,48.649,52.047
95,SVC,Openness,test throw median,pearson,solver,mean_FA,0.602,balanced_accuracy,7,21,100.0,0,63.771,64.557,57.576,67.439,43.75,41.667,32.258,42.812
96,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,0.574,balanced_accuracy,7,20,100.0,0,50.0,54.795,0.0,39.318,50.0,28.205,0.0,71.753
97,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,0.545,balanced_accuracy,7,19,100.0,0,74.201,74.074,72.727,78.256,43.623,42.222,40.909,42.105
98,SVC,Agreeableness,test throw median,pearson,solver,num_streamlines,0.488,balanced_accuracy,7,17,100.0,0,78.144,78.082,76.471,81.288,49.513,51.282,61.224,48.701
99,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,0.43,balanced_accuracy,6,15,100.0,0,50.0,54.795,0.0,38.636,50.0,28.205,0.0,72.403
100,SVC,Openness,test throw median,pearson,solver,mean_FA,0.402,balanced_accuracy,6,14,100.0,0,62.098,63.291,52.459,69.916,43.75,41.667,32.258,48.75
101,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,0.287,balanced_accuracy,5,10,100.0,0,50.0,54.795,0.0,49.015,50.0,28.205,0.0,36.526
102,SVC,Conscientiousness,test throw median,pearson,solver,mean_strl,0.258,balanced_accuracy,5,9,100.0,0,61.842,63.75,38.298,21.742,57.143,62.857,38.095,44.558
103,SVC,Extraversion,test throw median,pearson,solver,mean_strl,0.229,balanced_accuracy,5,8,100.0,0,69.643,71.795,57.692,81.151,41.52,40.541,8.333,33.187
104,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,0.172,balanced_accuracy,4,6,100.0,0,50.0,54.795,0.0,46.97,50.0,28.205,0.0,50.0
105,SVC,Conscientiousness,test throw median,pearson,solver,mean_strl,0.143,balanced_accuracy,4,5,100.0,0,64.286,65.0,57.576,32.581,53.571,54.286,46.667,54.082
106,SVC,Openness,keep median,pearson,solver,mean_FA,4.532,balanced_accuracy,19,158,100.0,0,63.771,64.557,57.576,32.497,62.222,59.574,55.814,33.889
107,SVC,Extraversion,keep median,pearson,solver,num_streamlines,4.475,balanced_accuracy,19,156,100.0,0,100.0,100.0,100.0,0.0,45.879,44.681,40.909,59.707
108,SVC,Extraversion,keep median,pearson,solver,mean_strl,4.418,balanced_accuracy,19,154,100.0,0,65.278,65.385,63.014,64.484,38.278,38.298,40.816,38.278
109,SVC,Agreeableness,keep median,pearson,solver,mean_FA,4.389,balanced_accuracy,19,153,100.0,0,100.0,100.0,100.0,100.0,43.1,38.298,43.137,42.534
110,SVC,Conscientiousness,keep median,pearson,solver,mean_strl,4.36,balanced_accuracy,19,152,100.0,0,59.085,58.75,60.241,48.872,49.004,48.936,50.0,53.804
111,SVC,Neuroticism,keep median,pearson,solver,mean_FA,4.332,balanced_accuracy,19,151,100.0,0,92.322,92.593,91.667,98.157,51.667,48.936,42.857,45.185
112,SVC,Openness,keep median,pearson,solver,mean_strl,4.303,balanced_accuracy,19,150,100.0,0,67.664,68.354,62.687,79.858,65.278,63.83,63.83,65.741
113,SVC,Openness,keep median,pearson,solver,num_streamlines,4.274,balanced_accuracy,19,149,100.0,0,100.0,100.0,100.0,100.0,51.574,51.064,53.061,52.593
114,SVC,Neuroticism,keep median,pearson,solver,mean_strl,4.188,balanced_accuracy,19,146,100.0,0,100.0,100.0,100.0,0.0,45.185,48.936,61.29,48.981
115,SVC,Agreeableness,keep median,pearson,solver,mean_strl,4.131,balanced_accuracy,19,144,100.0,0,100.0,100.0,100.0,0.0,48.982,46.809,54.545,57.692
116,SVC,Conscientiousness,keep median,pearson,solver,mean_FA,4.102,balanced_accuracy,19,143,100.0,0,100.0,100.0,100.0,100.0,57.518,57.447,58.333,58.877
117,SVC,Openness,keep median,pearson,solver,mean_FA,4.073,balanced_accuracy,18,142,100.0,0,94.916,94.937,94.595,99.163,59.722,57.447,54.545,57.13
118,SVC,Neuroticism,keep median,pearson,solver,mean_strl,4.016,balanced_accuracy,18,140,100.0,0,67.537,65.432,70.833,20.577,43.889,48.936,63.636,49.444
119,SVC,Conscientiousness,keep median,pearson,solver,num_streamlines,3.987,balanced_accuracy,18,139,100.0,0,100.0,100.0,100.0,100.0,49.094,48.936,52.0,51.087
120,SVC,Agreeableness,keep median,pearson,solver,mean_FA,3.959,balanced_accuracy,18,138,100.0,0,100.0,100.0,100.0,100.0,51.357,46.809,52.83,48.19
121,SVC,Conscientiousness,keep median,pearson,solver,mean_strl,3.901,balanced_accuracy,18,136,100.0,0,56.328,56.25,55.696,47.713,53.08,53.191,50.0,51.268
122,SVC,Openness,keep median,pearson,solver,mean_strl,3.844,balanced_accuracy,18,134,100.0,0,61.068,62.025,53.125,68.662,61.574,59.574,57.778,66.667
123,SVC,Openness,keep median,pearson,solver,num_streamlines,3.787,balanced_accuracy,17,132,100.0,0,98.649,98.734,98.63,0.257,57.13,57.447,61.538,38.889
124,SVC,Neuroticism,keep median,pearson,solver,mean_FA,3.758,balanced_accuracy,18,131,100.0,0,100.0,100.0,100.0,100.0,49.074,48.936,52.0,52.13
125,SVC,Agreeableness,keep median,pearson,solver,mean_strl,3.729,balanced_accuracy,17,130,100.0,0,100.0,100.0,100.0,100.0,52.828,48.936,55.556,54.977
126,SVC,Conscientiousness,keep median,pearson,solver,mean_FA,3.701,balanced_accuracy,18,129,100.0,0,78.008,78.75,73.846,17.544,52.989,53.191,47.619,41.304
127,SVC,Neuroticism,keep median,pearson,solver,mean_FA,3.643,balanced_accuracy,17,127,100.0,0,100.0,100.0,100.0,100.0,49.815,46.809,39.024,45.185
128,SVC,Agreeableness,keep median,pearson,solver,mean_strl,3.614,balanced_accuracy,18,126,100.0,0,98.75,98.63,98.507,0.152,45.136,44.681,53.571,52.715
129,SVC,Extraversion,keep median,pearson,solver,mean_strl,3.557,balanced_accuracy,17,124,100.0,0,97.421,97.436,97.222,3.042,45.421,44.681,43.478,60.897
130,SVC,Agreeableness,keep median,pearson,solver,mean_FA,3.528,balanced_accuracy,17,123,100.0,0,100.0,100.0,100.0,100.0,49.887,44.681,50.0,51.584
131,SVC,Neuroticism,keep median,pearson,solver,num_streamlines,3.5,balanced_accuracy,17,122,100.0,0,76.966,77.778,73.529,82.432,51.574,51.064,53.061,54.074
132,SVC,Conscientiousness,keep median,pearson,solver,mean_FA,3.442,balanced_accuracy,17,120,100.0,0,53.947,56.25,14.634,29.762,54.348,55.319,16.0,33.877
133,SVC,Agreeableness,keep median,pearson,solver,mean_strl,3.328,balanced_accuracy,16,116,100.0,0,100.0,100.0,100.0,100.0,69.344,65.957,72.414,65.498
134,SVC,Extraversion,keep median,pearson,solver,mean_FA,3.299,balanced_accuracy,18,115,100.0,0,98.611,98.718,98.592,0.0,51.648,51.064,51.064,50.183
135,SVC,Openness,keep median,pearson,solver,mean_strl,3.27,balanced_accuracy,17,114,100.0,0,86.808,87.342,85.294,97.072,53.519,51.064,46.512,65.556
136,SVC,Neuroticism,keep median,pearson,solver,mean_strl,3.242,balanced_accuracy,17,113,100.0,0,50.0,54.321,0.0,23.28,50.0,42.553,0.0,50.556
137,SVC,Extraversion,keep median,pearson,solver,mean_FA,3.213,balanced_accuracy,16,112,100.0,0,97.222,97.436,97.143,0.066,45.421,44.681,43.478,51.557
138,SVC,Conscientiousness,keep median,pearson,solver,mean_strl,3.184,balanced_accuracy,16,111,100.0,0,50.0,52.5,0.0,37.845,50.0,51.064,0.0,40.217
139,SVC,Neuroticism,keep median,pearson,solver,mean_FA,3.155,balanced_accuracy,16,110,100.0,0,85.074,85.185,83.784,94.41,42.963,40.426,33.333,44.444
140,SVC,Openness,keep median,pearson,solver,mean_FA,3.127,balanced_accuracy,16,109,100.0,0,63.771,64.557,57.576,67.793,60.37,57.447,52.381,65.185
141,SVC,Conscientiousness,keep median,pearson,solver,num_streamlines,3.098,balanced_accuracy,16,108,100.0,0,100.0,100.0,100.0,100.0,52.989,53.191,47.619,50.362
142,SVC,Openness,keep median,pearson,solver,num_streamlines,3.069,balanced_accuracy,16,107,100.0,0,70.849,70.886,69.333,63.803,53.519,51.064,46.512,56.852
143,SVC,Agreeableness,keep median,pearson,solver,mean_FA,3.041,balanced_accuracy,16,106,100.0,0,100.0,100.0,100.0,100.0,45.136,44.681,53.571,43.891
144,SVC,Agreeableness,keep median,pearson,solver,num_streamlines,2.897,balanced_accuracy,15,101,100.0,0,50.0,54.795,0.0,24.091,50.0,27.66,0.0,28.281
145,SVC,Conscientiousness,keep median,pearson,solver,num_streamlines,2.869,balanced_accuracy,15,100,100.0,0,100.0,100.0,100.0,100.0,52.717,53.191,38.889,61.957
146,SVC,Neuroticism,keep median,pearson,solver,mean_strl,2.84,balanced_accuracy,16,99,100.0,0,66.093,66.667,61.972,34.582,52.87,51.064,48.889,39.074
147,SVC,Agreeableness,keep median,pearson,solver,mean_strl,2.811,balanced_accuracy,15,98,100.0,0,100.0,100.0,100.0,0.0,48.643,53.191,64.516,49.321
148,SVC,Extraversion,keep median,pearson,solver,mean_FA,2.783,balanced_accuracy,15,97,100.0,0,65.476,65.385,64.0,40.146,42.125,42.553,47.059,60.806
149,SVC,Openness,keep median,pearson,solver,mean_FA,2.754,balanced_accuracy,15,96,100.0,0,78.861,79.747,75.0,94.852,57.87,55.319,51.163,59.259
150,SVC,Agreeableness,keep median,pearson,solver,mean_FA,2.725,balanced_accuracy,15,95,100.0,0,92.689,93.151,92.063,96.515,52.489,55.319,65.574,48.643
151,SVC,Neuroticism,keep median,pearson,solver,mean_FA,2.697,balanced_accuracy,15,94,100.0,0,93.673,93.827,93.151,99.263,44.259,40.426,26.316,46.481
152,SVC,Extraversion,keep median,pearson,solver,mean_strl,2.639,balanced_accuracy,15,92,100.0,0,50.0,53.846,0.0,30.159,50.0,44.681,0.0,60.989
153,SVC,Conscientiousness,keep median,pearson,solver,mean_FA,2.61,balanced_accuracy,15,91,100.0,0,82.331,82.5,81.081,92.982,72.373,72.34,72.34,76.63
154,SVC,Agreeableness,keep median,pearson,solver,mean_strl,2.524,balanced_accuracy,14,88,100.0,0,94.205,94.521,93.75,96.288,61.086,57.447,64.286,66.742
155,SVC,Extraversion,keep median,pearson,solver,num_streamlines,2.496,balanced_accuracy,14,87,100.0,0,92.063,92.308,91.429,99.272,42.033,40.426,33.333,44.139
156,SVC,Conscientiousness,keep median,pearson,solver,mean_FA,2.467,balanced_accuracy,14,86,100.0,0,97.619,97.5,97.436,99.875,40.308,40.426,36.364,41.123
157,SVC,Openness,keep median,pearson,solver,mean_FA,2.438,balanced_accuracy,14,85,100.0,0,63.771,64.557,57.576,68.887,60.37,57.447,52.381,65.185
158,SVC,Agreeableness,keep median,pearson,solver,num_streamlines,2.41,balanced_accuracy,14,84,100.0,0,78.864,79.452,76.19,82.879,46.606,46.809,56.14,44.344
159,SVC,Agreeableness,keep median,pearson,solver,mean_FA,2.381,balanced_accuracy,14,83,100.0,0,90.189,90.411,89.231,97.803,59.05,51.064,54.902,58.824
160,SVC,Extraversion,keep median,pearson,solver,mean_FA,2.324,balanced_accuracy,14,81,100.0,0,78.571,78.205,77.922,26.819,52.656,53.191,57.692,47.436
161,SVC,Extraversion,keep median,pearson,solver,mean_strl,2.266,balanced_accuracy,14,79,100.0,0,95.833,96.154,95.652,0.0,44.414,42.553,34.146,57.509
