,Classifier,Target,Choice,Edge,Feature Selection,Type of feature,Percentage,Refit Metric,Num_features,train_balanced_accuracy,train_accuracy,train_f1_weighted,train_roc_auc_ovr_weighted,test_balanced_accuracy,test_accuracy,test_f1_weighted,test_roc_auc_ovr_weighted,Self_loops,ROI_strl_thresh
337,MLP,Openness,test throw median,pearson,baseline,num_streamlines,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,58.75,58.333,59.459,59.063,False,0
338,MLP,Openness,test throw median,pearson,baseline,num_streamlines,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,40.625,41.667,48.78,38.438,False,0
339,MLP,Openness,test throw median,pearson,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,41.875,41.667,43.243,45.625,False,0
340,MLP,Neuroticism,test throw median,pearson,baseline,mean_strl,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,44.838,44.444,46.809,45.547,False,0
341,MLP,Neuroticism,test throw median,pearson,baseline,mean_strl,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,44.838,44.444,46.809,39.474,False,0
342,MLP,Neuroticism,test throw median,pearson,baseline,mean_strl,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,52.733,51.111,50.0,50.607,False,0
343,MLP,Neuroticism,test throw median,pearson,baseline,mean_strl,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,51.518,48.889,43.902,51.822,False,0
344,MLP,Neuroticism,test throw median,pearson,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,44.332,42.222,38.095,38.259,False,0
345,MLP,Agreeableness,test throw median,pearson,baseline,mean_strl,2,balanced_accuracy,70,94.205,94.521,93.75,97.576,58.604,56.41,63.83,46.104,False,0
346,MLP,Agreeableness,test throw median,pearson,baseline,mean_strl,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,45.942,46.154,55.319,44.481,False,0
347,MLP,Agreeableness,test throw median,pearson,baseline,mean_strl,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,50.487,48.718,56.522,59.74,False,0
348,MLP,Agreeableness,test throw median,pearson,baseline,mean_strl,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,49.513,51.282,61.224,50.974,False,0
349,MLP,Agreeableness,test throw median,pearson,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,52.922,64.103,75.862,58.117,False,0
350,MLP,Conscientiousness,test throw median,pearson,baseline,mean_FA,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,60.714,62.857,51.852,67.347,False,0
351,MLP,Conscientiousness,test throw median,pearson,baseline,mean_FA,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,54.762,51.429,54.054,51.701,False,0
352,MLP,Conscientiousness,test throw median,pearson,baseline,mean_FA,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,50.0,48.571,47.059,47.619,False,0
353,MLP,Conscientiousness,test throw median,pearson,baseline,mean_FA,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,48.81,45.714,48.649,43.537,False,0
354,MLP,Conscientiousness,test throw median,pearson,baseline,mean_FA,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,53.571,51.429,51.429,48.98,False,0
355,MLP,Conscientiousness,test throw median,pearson,baseline,num_streamlines,2,balanced_accuracy,70,91.04,91.25,90.411,98.308,54.762,57.143,44.444,59.864,False,0
356,MLP,Conscientiousness,test throw median,pearson,baseline,num_streamlines,5,balanced_accuracy,175,98.684,98.75,98.667,100.0,61.905,57.143,61.538,62.925,False,0
357,MLP,Conscientiousness,test throw median,pearson,baseline,num_streamlines,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,57.143,54.286,55.556,62.925,False,0
358,MLP,Conscientiousness,test throw median,pearson,baseline,num_streamlines,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,57.143,57.143,51.613,60.204,False,0
359,MLP,Conscientiousness,test throw median,pearson,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,47.619,45.714,45.714,57.143,False,0
360,MLP,Neuroticism,test throw median,pearson,baseline,num_streamlines,2,balanced_accuracy,70,93.673,93.827,93.151,97.174,41.498,42.222,48.0,42.713,False,0
361,MLP,Neuroticism,test throw median,pearson,baseline,num_streamlines,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,43.623,42.222,40.909,42.51,False,0
362,MLP,Neuroticism,test throw median,pearson,baseline,num_streamlines,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,51.316,51.111,54.167,50.405,False,0
363,MLP,Neuroticism,test throw median,pearson,baseline,num_streamlines,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,51.316,51.111,54.167,48.178,False,0
364,MLP,Neuroticism,test throw median,pearson,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,54.15,51.111,45.0,45.951,False,0
365,MLP,Extraversion,test throw median,pearson,baseline,mean_FA,2,balanced_accuracy,70,97.222,97.436,97.143,99.802,65.058,64.865,62.857,67.251,False,0
366,MLP,Extraversion,test throw median,pearson,baseline,mean_FA,5,balanced_accuracy,175,97.421,97.436,97.222,99.934,46.199,45.946,41.176,54.971,False,0
367,MLP,Extraversion,test throw median,pearson,baseline,mean_FA,10,balanced_accuracy,350,100.0,100.0,100.0,100.0,46.053,45.946,44.444,50.877,False,0
368,MLP,Extraversion,test throw median,pearson,baseline,mean_FA,50,balanced_accuracy,1791,100.0,100.0,100.0,100.0,48.392,48.649,53.659,50.292,False,0
369,MLP,Extraversion,test throw median,pearson,baseline,mean_FA,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,54.094,54.054,54.054,56.433,False,0
370,MLP,Agreeableness,test throw median,pearson,baseline,num_streamlines,2,balanced_accuracy,70,92.955,93.151,92.308,98.712,53.084,56.41,66.667,40.26,False,0
371,MLP,Agreeableness,test throw median,pearson,baseline,num_streamlines,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,35.065,38.462,50.0,37.013,False,0
372,MLP,Agreeableness,test throw median,pearson,baseline,num_streamlines,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,37.825,38.462,47.826,38.636,False,0
373,MLP,Agreeableness,test throw median,pearson,baseline,num_streamlines,50,balanced_accuracy,1744,100.0,100.0,100.0,100.0,39.61,41.026,51.064,38.312,False,0
374,MLP,Agreeableness,test throw median,pearson,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,71.266,66.667,72.34,74.026,False,0
375,MLP,Openness,keep median,pearson,baseline,mean_FA,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,26.667,27.66,34.615,27.037,False,0
376,MLP,Openness,keep median,pearson,baseline,mean_FA,5,balanced_accuracy,175,96.107,96.203,95.89,99.678,44.722,44.681,48.0,40.37,False,0
377,MLP,Openness,keep median,pearson,baseline,mean_FA,10,balanced_accuracy,349,98.81,98.734,98.667,100.0,46.574,46.809,50.98,47.037,False,0
378,MLP,Openness,keep median,pearson,baseline,mean_FA,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,49.722,48.936,50.0,44.815,False,0
379,MLP,Openness,keep median,pearson,baseline,mean_FA,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,60.926,59.574,59.574,61.667,False,0
380,MLP,Extraversion,keep median,pearson,baseline,num_streamlines,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,49.359,51.064,59.649,55.495,False,0
381,MLP,Extraversion,keep median,pearson,baseline,num_streamlines,5,balanced_accuracy,175,97.421,97.436,97.222,97.354,54.579,55.319,60.377,60.989,False,0
382,MLP,Extraversion,keep median,pearson,baseline,num_streamlines,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,52.656,53.191,57.692,55.311,False,0
383,MLP,Extraversion,keep median,pearson,baseline,num_streamlines,50,balanced_accuracy,1781,100.0,100.0,100.0,100.0,50.275,51.064,56.604,50.0,False,0
384,MLP,Extraversion,keep median,pearson,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,44.414,42.553,34.146,54.945,False,0
385,MLP,Extraversion,keep median,pearson,baseline,mean_strl,2,balanced_accuracy,70,92.46,92.308,91.892,97.553,52.106,51.064,48.889,62.454,False,0
386,MLP,Extraversion,keep median,pearson,baseline,mean_strl,5,balanced_accuracy,175,97.222,97.436,97.143,99.339,50.733,51.064,54.902,53.297,False,0
387,MLP,Extraversion,keep median,pearson,baseline,mean_strl,10,balanced_accuracy,350,100.0,100.0,100.0,100.0,55.037,55.319,58.824,60.623,False,0
388,MLP,Extraversion,keep median,pearson,baseline,mean_strl,50,balanced_accuracy,1791,100.0,100.0,100.0,100.0,52.656,53.191,57.692,46.886,False,0
389,MLP,Extraversion,keep median,pearson,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,43.04,42.553,42.553,45.604,False,0
390,MLP,Agreeableness,keep median,pearson,baseline,mean_FA,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,52.828,48.936,55.556,53.62,False,0
391,MLP,Agreeableness,keep median,pearson,baseline,mean_FA,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,63.462,57.447,62.963,61.991,False,0
392,MLP,Agreeableness,keep median,pearson,baseline,mean_FA,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,41.855,46.809,59.016,48.19,False,0
393,MLP,Agreeableness,keep median,pearson,baseline,mean_FA,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,60.52,53.191,57.692,62.217,False,0
394,MLP,Agreeableness,keep median,pearson,baseline,mean_FA,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,49.887,44.681,50.0,47.059,False,0
395,MLP,Conscientiousness,keep median,pearson,baseline,mean_strl,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,65.942,65.957,65.217,73.732,False,0
396,MLP,Conscientiousness,keep median,pearson,baseline,mean_strl,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,57.518,57.447,58.333,59.783,False,0
397,MLP,Conscientiousness,keep median,pearson,baseline,mean_strl,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,64.04,63.83,66.667,69.928,False,0
398,MLP,Conscientiousness,keep median,pearson,baseline,mean_strl,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,72.373,72.34,72.34,68.478,False,0
399,MLP,Conscientiousness,keep median,pearson,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,66.033,65.957,66.667,67.935,False,0
400,MLP,Neuroticism,keep median,pearson,baseline,mean_FA,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,52.778,53.191,57.692,52.222,False,0
401,MLP,Neuroticism,keep median,pearson,baseline,mean_FA,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,46.019,44.681,43.478,48.704,False,0
402,MLP,Neuroticism,keep median,pearson,baseline,mean_FA,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,56.574,55.319,55.319,54.63,False,0
403,MLP,Neuroticism,keep median,pearson,baseline,mean_FA,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,47.315,44.681,38.095,47.222,False,0
404,MLP,Neuroticism,keep median,pearson,baseline,mean_FA,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,49.815,46.809,39.024,46.852,False,0
405,MLP,Openness,keep median,pearson,baseline,mean_strl,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,34.815,34.043,34.043,35.556,False,0
406,MLP,Openness,keep median,pearson,baseline,mean_strl,5,balanced_accuracy,175,94.916,94.937,94.595,99.743,44.074,44.681,50.0,36.296,False,0
407,MLP,Openness,keep median,pearson,baseline,mean_strl,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,40.926,42.553,50.909,38.148,False,0
408,MLP,Openness,keep median,pearson,baseline,mean_strl,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,51.574,51.064,53.061,52.778,False,0
409,MLP,Openness,keep median,pearson,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,54.074,53.191,54.167,54.074,False,0
410,MLP,Openness,keep median,pearson,baseline,num_streamlines,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,58.981,59.574,64.151,59.259,False,0
411,MLP,Openness,keep median,pearson,baseline,num_streamlines,5,balanced_accuracy,175,98.649,98.734,98.63,100.0,52.222,51.064,51.064,50.185,False,0
412,MLP,Openness,keep median,pearson,baseline,num_streamlines,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,53.426,53.191,56.0,59.444,False,0
413,MLP,Openness,keep median,pearson,baseline,num_streamlines,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,52.13,53.191,59.259,44.444,False,0
414,MLP,Openness,keep median,pearson,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,54.167,51.064,43.902,48.889,False,0
415,MLP,Neuroticism,keep median,pearson,baseline,mean_strl,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,46.574,46.809,50.98,48.333,False,0
416,MLP,Neuroticism,keep median,pearson,baseline,mean_strl,5,balanced_accuracy,175,97.297,97.531,97.222,99.754,54.722,53.191,52.174,57.778,False,0
417,MLP,Neuroticism,keep median,pearson,baseline,mean_strl,10,balanced_accuracy,349,98.649,98.765,98.63,99.939,62.222,59.574,55.814,65.926,False,0
418,MLP,Neuroticism,keep median,pearson,baseline,mean_strl,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,50.37,48.936,47.826,48.333,False,0
419,MLP,Neuroticism,keep median,pearson,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,43.056,38.298,17.143,35.185,False,0
420,MLP,Agreeableness,keep median,pearson,baseline,mean_strl,2,balanced_accuracy,70,95.72,95.89,95.385,98.409,64.932,59.574,65.455,59.05,False,0
421,MLP,Agreeableness,keep median,pearson,baseline,mean_strl,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,57.24,55.319,63.158,58.597,False,0
422,MLP,Agreeableness,keep median,pearson,baseline,mean_strl,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,47.511,44.681,51.852,50.0,False,0
423,MLP,Agreeableness,keep median,pearson,baseline,mean_strl,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,52.828,48.936,55.556,52.715,False,0
424,MLP,Agreeableness,keep median,pearson,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,41.855,46.809,59.016,47.285,False,0
425,MLP,Conscientiousness,keep median,pearson,baseline,mean_FA,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,61.685,61.702,60.87,65.942,False,0
426,MLP,Conscientiousness,keep median,pearson,baseline,mean_FA,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,61.866,61.702,64.0,68.297,False,0
427,MLP,Conscientiousness,keep median,pearson,baseline,mean_FA,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,59.692,59.574,61.224,66.848,False,0
428,MLP,Conscientiousness,keep median,pearson,baseline,mean_FA,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,55.435,55.319,57.143,54.348,False,0
429,MLP,Conscientiousness,keep median,pearson,baseline,mean_FA,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,66.304,65.957,70.37,61.957,False,0
430,MLP,Conscientiousness,keep median,pearson,baseline,num_streamlines,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,59.873,59.574,64.151,65.58,False,0
431,MLP,Conscientiousness,keep median,pearson,baseline,num_streamlines,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,62.047,61.702,66.667,69.928,False,0
432,MLP,Conscientiousness,keep median,pearson,baseline,num_streamlines,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,63.859,63.83,63.83,72.826,False,0
433,MLP,Conscientiousness,keep median,pearson,baseline,num_streamlines,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,59.692,59.574,61.224,57.971,False,0
434,MLP,Conscientiousness,keep median,pearson,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,46.83,46.809,46.809,55.797,False,0
435,MLP,Neuroticism,keep median,pearson,baseline,num_streamlines,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,46.019,44.681,43.478,47.222,False,0
436,MLP,Neuroticism,keep median,pearson,baseline,num_streamlines,5,balanced_accuracy,175,97.512,97.531,97.297,99.324,61.574,59.574,57.778,55.37,False,0
437,MLP,Neuroticism,keep median,pearson,baseline,num_streamlines,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,53.426,53.191,56.0,49.074,False,0
438,MLP,Neuroticism,keep median,pearson,baseline,num_streamlines,50,balanced_accuracy,1743,97.297,97.531,97.222,100.0,58.426,57.447,58.333,58.333,False,0
439,MLP,Neuroticism,keep median,pearson,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,52.222,51.064,51.064,57.037,False,0
440,MLP,Extraversion,keep median,pearson,baseline,mean_FA,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,64.103,63.83,65.306,63.004,False,0
441,MLP,Extraversion,keep median,pearson,baseline,mean_FA,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,55.495,55.319,57.143,54.029,False,0
442,MLP,Extraversion,keep median,pearson,baseline,mean_FA,10,balanced_accuracy,350,100.0,100.0,100.0,100.0,55.952,55.319,55.319,54.945,False,0
443,MLP,Extraversion,keep median,pearson,baseline,mean_FA,50,balanced_accuracy,1791,100.0,100.0,100.0,100.0,64.56,63.83,63.83,71.795,False,0
444,MLP,Extraversion,keep median,pearson,baseline,mean_FA,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,49.267,48.936,50.0,56.41,False,0
445,MLP,Agreeableness,keep median,pearson,baseline,num_streamlines,2,balanced_accuracy,70,100.0,100.0,100.0,100.0,41.855,46.809,59.016,40.498,False,0
446,MLP,Agreeableness,keep median,pearson,baseline,num_streamlines,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,48.077,48.936,58.621,50.679,False,0
447,MLP,Agreeableness,keep median,pearson,baseline,num_streamlines,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,51.923,51.064,59.649,54.751,False,0
448,MLP,Agreeableness,keep median,pearson,baseline,num_streamlines,50,balanced_accuracy,1744,100.0,100.0,100.0,100.0,60.52,53.191,57.692,48.869,False,0
449,MLP,Agreeableness,keep median,pearson,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,62.557,59.574,66.667,57.24,False,0
