,Classifier,Target,Choice,Edge,Feature Selection,Type of feature,Percentage,Refit Metric,train_balanced_accuracy,train_accuracy,train_f1_weighted,train_roc_auc_ovr_weighted,test_balanced_accuracy,test_accuracy,test_f1_weighted,test_roc_auc_ovr_weighted
543,SVC,Conscientiousness,keep median,mean_FA,baseline,pearson,50,balanced_accuracy,62.898,64.545,46.575,63.229,43.64,51.613,11.765,44.189
544,SVC,Conscientiousness,keep median,mean_FA,baseline,pearson,100,balanced_accuracy,62.898,64.545,46.575,63.229,43.64,51.613,11.765,44.189
545,SVC,Conscientiousness,keep median,num_streamlines,baseline,t_test,2,balanced_accuracy,89.058,89.091,88.462,83.919,70.943,70.968,65.385,65.296
546,SVC,Conscientiousness,keep median,num_streamlines,baseline,t_test,5,balanced_accuracy,89.058,89.091,88.462,16.081,70.943,70.968,65.385,34.704
547,SVC,Conscientiousness,keep median,num_streamlines,baseline,t_test,10,balanced_accuracy,89.058,89.091,88.462,16.214,70.943,70.968,65.385,34.375
548,SVC,Conscientiousness,keep median,num_streamlines,baseline,t_test,50,balanced_accuracy,89.058,89.091,88.462,16.081,70.943,70.968,65.385,34.539
549,SVC,Conscientiousness,keep median,num_streamlines,baseline,t_test,100,balanced_accuracy,89.058,89.091,88.462,16.114,70.943,70.968,65.385,34.539
550,SVC,Extraversion,keep median,mean_FA,baseline,pearson,2,balanced_accuracy,90.231,90.678,89.32,92.987,51.481,50.0,47.458,51.534
551,SVC,Extraversion,keep median,mean_FA,baseline,pearson,5,balanced_accuracy,70.938,71.186,68.519,74.762,45.079,45.161,48.485,44.021
552,SVC,Extraversion,keep median,mean_FA,baseline,pearson,10,balanced_accuracy,65.253,66.102,59.184,65.108,44.921,43.548,40.678,45.661
553,SVC,Extraversion,keep median,mean_FA,baseline,pearson,50,balanced_accuracy,65.253,66.102,59.184,65.079,44.921,43.548,40.678,45.767
554,SVC,Extraversion,keep median,mean_FA,baseline,pearson,100,balanced_accuracy,65.253,66.102,59.184,65.137,44.921,43.548,40.678,45.979
555,SVC,Extraversion,keep median,num_streamlines,baseline,pearson,2,balanced_accuracy,94.545,94.915,94.231,99.25,54.921,54.839,57.576,57.884
556,SVC,Extraversion,keep median,num_streamlines,baseline,pearson,5,balanced_accuracy,68.427,69.492,61.702,75.152,52.751,50.0,41.509,52.116
557,SVC,Extraversion,keep median,num_streamlines,baseline,pearson,10,balanced_accuracy,58.297,61.017,30.303,58.326,53.862,48.387,20.0,53.862
558,SVC,Extraversion,keep median,num_streamlines,baseline,pearson,50,balanced_accuracy,58.297,61.017,30.303,58.326,53.862,48.387,20.0,53.862
559,SVC,Extraversion,keep median,num_streamlines,baseline,pearson,100,balanced_accuracy,58.297,61.017,30.303,58.326,53.862,48.387,20.0,53.862
560,SVC,Extraversion,keep median,num_streamlines,baseline,t_test,2,balanced_accuracy,100.0,100.0,100.0,0.0,50.0,43.548,0.0,62.434
561,SVC,Extraversion,keep median,num_streamlines,baseline,t_test,5,balanced_accuracy,100.0,100.0,100.0,0.0,50.0,43.548,0.0,62.434
562,SVC,Extraversion,keep median,num_streamlines,baseline,t_test,10,balanced_accuracy,100.0,100.0,100.0,0.0,50.0,43.548,0.0,62.434
563,SVC,Extraversion,keep median,num_streamlines,baseline,t_test,50,balanced_accuracy,100.0,100.0,100.0,0.0,50.0,43.548,0.0,62.434
564,SVC,Extraversion,keep median,num_streamlines,baseline,t_test,100,balanced_accuracy,100.0,100.0,100.0,0.0,50.0,43.548,0.0,62.434
565,SVC,Extraversion,keep median,mean_FA,baseline,t_test,2,balanced_accuracy,100.0,100.0,100.0,0.0,47.725,41.935,5.263,63.704
566,SVC,Extraversion,keep median,mean_FA,baseline,t_test,5,balanced_accuracy,100.0,100.0,100.0,0.0,47.725,41.935,5.263,63.704
567,SVC,Extraversion,keep median,mean_FA,baseline,t_test,10,balanced_accuracy,100.0,100.0,100.0,0.0,47.725,41.935,5.263,63.704
568,SVC,Extraversion,keep median,mean_FA,baseline,t_test,50,balanced_accuracy,100.0,100.0,100.0,0.0,47.725,41.935,5.263,63.704
569,SVC,Extraversion,keep median,mean_FA,baseline,t_test,100,balanced_accuracy,100.0,100.0,100.0,0.0,47.725,41.935,5.263,63.704
570,SVC,Neuroticism,keep median,mean_strl,baseline,t_test,2,balanced_accuracy,69.907,70.339,66.667,69.994,66.51,66.129,65.574,63.636
571,SVC,Neuroticism,keep median,mean_strl,baseline,t_test,5,balanced_accuracy,69.907,70.339,66.667,69.936,66.51,66.129,65.574,63.845
572,SVC,Neuroticism,keep median,mean_strl,baseline,t_test,10,balanced_accuracy,69.907,70.339,66.667,69.907,66.51,66.129,65.574,63.845
573,SVC,Neuroticism,keep median,mean_strl,baseline,t_test,50,balanced_accuracy,69.907,70.339,66.667,69.951,66.51,66.129,65.574,63.845
574,SVC,Neuroticism,keep median,mean_strl,baseline,t_test,100,balanced_accuracy,69.907,70.339,66.667,30.064,66.51,66.129,65.574,36.155
575,SVC,Neuroticism,keep median,num_streamlines,baseline,pearson,2,balanced_accuracy,90.885,91.525,90.0,99.392,50.104,50.0,50.794,44.514
576,SVC,Neuroticism,keep median,num_streamlines,baseline,pearson,5,balanced_accuracy,66.551,67.797,59.574,75.333,51.567,50.0,36.735,46.813
577,SVC,Neuroticism,keep median,num_streamlines,baseline,pearson,10,balanced_accuracy,60.185,63.559,33.846,63.874,51.306,48.387,11.111,36.677
578,SVC,Neuroticism,keep median,num_streamlines,baseline,pearson,50,balanced_accuracy,60.185,63.559,33.846,63.874,51.306,48.387,11.111,36.677
579,SVC,Neuroticism,keep median,num_streamlines,baseline,pearson,100,balanced_accuracy,60.185,63.559,33.846,63.874,51.306,48.387,11.111,36.677
580,SVC,Neuroticism,keep median,mean_FA,baseline,t_test,2,balanced_accuracy,69.907,70.339,66.667,30.064,66.51,66.129,65.574,36.155
581,SVC,Neuroticism,keep median,mean_FA,baseline,t_test,5,balanced_accuracy,69.907,70.339,66.667,69.994,66.51,66.129,65.574,63.898
582,SVC,Neuroticism,keep median,mean_FA,baseline,t_test,10,balanced_accuracy,69.907,70.339,66.667,69.936,66.51,66.129,65.574,63.845
583,SVC,Neuroticism,keep median,mean_FA,baseline,t_test,50,balanced_accuracy,69.907,70.339,66.667,69.936,66.51,66.129,65.574,63.845
584,SVC,Neuroticism,keep median,mean_FA,baseline,t_test,100,balanced_accuracy,69.907,70.339,66.667,69.878,66.51,66.129,65.574,63.845
585,SVC,Neuroticism,keep median,mean_FA,baseline,pearson,2,balanced_accuracy,91.753,91.525,91.071,98.061,52.038,51.613,50.0,43.992
586,SVC,Neuroticism,keep median,mean_FA,baseline,pearson,5,balanced_accuracy,73.872,75.424,67.416,75.738,45.089,43.548,28.571,49.948
587,SVC,Neuroticism,keep median,mean_FA,baseline,pearson,10,balanced_accuracy,60.619,63.559,39.437,60.619,50.47,48.387,27.273,51.097
588,SVC,Neuroticism,keep median,mean_FA,baseline,pearson,50,balanced_accuracy,60.619,63.559,39.437,60.619,50.47,48.387,27.273,51.097
589,SVC,Neuroticism,keep median,mean_FA,baseline,pearson,100,balanced_accuracy,60.619,63.559,39.437,60.619,50.47,48.387,27.273,51.097
590,SVC,Neuroticism,keep median,mean_strl,baseline,pearson,2,balanced_accuracy,91.753,91.525,91.071,98.061,52.038,51.613,50.0,43.992
591,SVC,Neuroticism,keep median,mean_strl,baseline,pearson,5,balanced_accuracy,73.872,75.424,67.416,75.738,45.089,43.548,28.571,49.948
592,SVC,Neuroticism,keep median,mean_strl,baseline,pearson,10,balanced_accuracy,60.619,63.559,39.437,60.619,50.47,48.387,27.273,51.097
593,SVC,Neuroticism,keep median,mean_strl,baseline,pearson,50,balanced_accuracy,60.619,63.559,39.437,60.619,50.47,48.387,27.273,51.097
594,SVC,Neuroticism,keep median,mean_strl,baseline,pearson,100,balanced_accuracy,60.619,63.559,39.437,60.619,50.47,48.387,27.273,51.097
595,SVC,Neuroticism,keep median,num_streamlines,baseline,t_test,2,balanced_accuracy,73.466,73.729,71.028,62.326,49.425,48.387,40.741,47.544
596,SVC,Neuroticism,keep median,num_streamlines,baseline,t_test,5,balanced_accuracy,73.466,73.729,71.028,37.645,49.425,48.387,40.741,52.456
597,SVC,Neuroticism,keep median,num_streamlines,baseline,t_test,10,balanced_accuracy,73.466,73.729,71.028,37.587,49.425,48.387,40.741,52.456
598,SVC,Neuroticism,keep median,num_streamlines,baseline,t_test,50,balanced_accuracy,73.466,73.729,71.028,62.384,49.425,48.387,40.741,47.544
599,SVC,Neuroticism,keep median,num_streamlines,baseline,t_test,100,balanced_accuracy,73.466,73.729,71.028,62.428,49.425,48.387,40.741,47.544
600,SVC,Openness,keep median,mean_strl,baseline,t_test,2,balanced_accuracy,60.065,60.714,55.102,56.677,56.792,56.452,55.738,55.172
601,SVC,Openness,keep median,mean_strl,baseline,t_test,5,balanced_accuracy,60.065,60.714,55.102,56.71,56.792,56.452,55.738,55.172
602,SVC,Openness,keep median,mean_strl,baseline,t_test,10,balanced_accuracy,60.065,60.714,55.102,56.71,56.792,56.452,55.738,55.172
603,SVC,Openness,keep median,mean_strl,baseline,t_test,50,balanced_accuracy,60.065,60.714,55.102,56.694,56.792,56.452,55.738,55.172
604,SVC,Openness,keep median,mean_strl,baseline,t_test,100,balanced_accuracy,60.065,60.714,55.102,56.71,56.792,56.452,55.738,55.172
605,SVC,Openness,keep median,mean_strl,baseline,pearson,2,balanced_accuracy,82.194,83.929,78.571,94.661,47.492,46.774,42.105,49.425
606,SVC,Openness,keep median,mean_strl,baseline,pearson,5,balanced_accuracy,69.935,71.429,63.636,75.952,52.038,51.613,50.0,52.978
607,SVC,Openness,keep median,mean_strl,baseline,pearson,10,balanced_accuracy,63.516,65.179,55.172,63.839,55.695,54.839,50.0,56.74
608,SVC,Openness,keep median,mean_strl,baseline,pearson,50,balanced_accuracy,63.516,65.179,55.172,63.839,55.695,54.839,50.0,56.635
609,SVC,Openness,keep median,mean_strl,baseline,pearson,100,balanced_accuracy,63.516,65.179,55.172,63.839,55.695,54.839,50.0,56.635
610,SVC,Openness,keep median,num_streamlines,baseline,pearson,2,balanced_accuracy,97.0,97.321,96.907,98.032,48.798,48.387,46.667,44.096
611,SVC,Openness,keep median,num_streamlines,baseline,pearson,5,balanced_accuracy,67.968,70.536,57.143,75.048,52.456,51.613,46.429,50.993
612,SVC,Openness,keep median,num_streamlines,baseline,pearson,10,balanced_accuracy,59.355,62.5,41.667,61.629,58.046,56.452,44.898,58.15
613,SVC,Openness,keep median,num_streamlines,baseline,pearson,50,balanced_accuracy,59.355,62.5,41.667,61.629,58.046,56.452,44.898,58.15
614,SVC,Openness,keep median,num_streamlines,baseline,pearson,100,balanced_accuracy,59.355,62.5,41.667,61.629,58.046,56.452,44.898,58.098
615,SVC,Openness,keep median,mean_FA,baseline,pearson,2,balanced_accuracy,82.194,83.929,78.571,94.645,47.492,46.774,42.105,49.53
616,SVC,Openness,keep median,mean_FA,baseline,pearson,5,balanced_accuracy,69.935,71.429,63.636,75.952,52.038,51.613,50.0,52.978
617,SVC,Openness,keep median,mean_FA,baseline,pearson,10,balanced_accuracy,63.516,65.179,55.172,63.839,55.695,54.839,50.0,56.74
618,SVC,Openness,keep median,mean_FA,baseline,pearson,50,balanced_accuracy,63.516,65.179,55.172,63.839,55.695,54.839,50.0,56.635
619,SVC,Openness,keep median,mean_FA,baseline,pearson,100,balanced_accuracy,63.516,65.179,55.172,63.839,55.695,54.839,50.0,56.74
620,SVC,Openness,keep median,mean_FA,baseline,t_test,2,balanced_accuracy,60.065,60.714,55.102,56.71,56.792,56.452,55.738,55.172
621,SVC,Openness,keep median,mean_FA,baseline,t_test,5,balanced_accuracy,60.065,60.714,55.102,57.548,56.792,56.452,55.738,54.389
622,SVC,Openness,keep median,mean_FA,baseline,t_test,10,balanced_accuracy,60.065,60.714,55.102,56.71,56.792,56.452,55.738,55.172
623,SVC,Openness,keep median,mean_FA,baseline,t_test,50,balanced_accuracy,60.065,60.714,55.102,56.71,56.792,56.452,55.738,55.172
624,SVC,Openness,keep median,mean_FA,baseline,t_test,100,balanced_accuracy,60.065,60.714,55.102,56.694,56.792,56.452,55.738,55.172
